keyword_count,text_length,word_count,avg_word_length,url_count,email_count,exclamation_count,question_count,dollar_count
1,992,183,4.426229508196721,0,0,3,0,0
0,410,66,5.2272727272727275,0,0,0,1,0
3,1712,320,4.353125,0,0,4,2,2
3,877,143,5.13986013986014,0,0,1,0,2
7,9441,1633,4.781996325780772,0,0,6,1,12
0,1677,285,4.887719298245614,0,0,0,0,0
1,651,109,4.981651376146789,0,0,0,2,0
1,300,50,5.02,0,0,0,0,0
1,1286,270,3.7666666666666666,0,0,7,1,1
0,1038,167,5.221556886227545,0,0,2,0,0
0,305,49,5.244897959183674,0,0,0,1,0
0,814,144,4.659722222222222,0,0,0,0,0
0,1011,184,4.5,0,0,0,2,0
1,1662,306,4.434640522875817,0,0,45,0,0
0,960,193,3.9792746113989637,0,0,0,0,0
1,1575,298,4.2885906040268456,0,0,2,54,17
0,838,137,5.124087591240876,0,0,3,5,0
2,3219,573,4.619546247818499,0,0,1,0,2
0,947,157,5.038216560509555,0,0,0,7,0
0,151,30,4.066666666666666,0,0,0,0,0
2,3566,639,4.582159624413146,0,0,0,6,0
1,927,168,4.523809523809524,0,0,1,0,0
1,1183,213,4.55868544600939,0,0,0,0,3
2,240,24,9.041666666666666,0,0,0,0,0
0,487,83,4.879518072289157,0,0,0,0,0
2,1634,295,4.5423728813559325,0,0,1,1,0
3,1177,210,4.609523809523809,0,0,0,1,2
1,2307,392,4.887755102040816,0,0,0,0,0
0,192,34,4.676470588235294,0,0,0,0,0
1,721,122,4.918032786885246,0,0,3,0,5
0,1619,267,5.067415730337078,0,0,7,21,0
2,9732,1859,4.235610543302851,0,0,4,6,0
1,1298,256,4.07421875,0,0,0,1,3
0,385,70,4.514285714285714,0,0,0,4,0
1,2219,394,4.634517766497462,0,0,5,1,1
1,895,179,4.005586592178771,0,0,2,1,0
2,6964,1268,4.492902208201893,0,0,0,11,0
0,658,106,5.216981132075472,0,0,1,1,0
2,1430,290,3.93448275862069,0,0,1,1,0
1,770,139,4.546762589928058,0,0,2,0,0
1,360,66,4.46969696969697,0,0,0,0,0
1,705,116,5.086206896551724,0,0,0,0,0
0,5,1,5.0,0,0,0,0,0
4,18475,3001,5.156614461846051,0,0,75,4,51
1,1225,220,4.572727272727272,0,0,0,0,0
1,557,91,5.131868131868132,0,0,9,2,1
2,1535,255,5.023529411764706,0,0,0,1,0
4,5903,1015,4.816748768472906,0,0,6,1,10
2,2622,479,4.475991649269311,0,0,0,0,0
